model,feature_group,noise_intensity,metric,seed_count,clean_performance,mean_noisy_performance,std_noisy_performance,noisy_performance_ci95_lower,noisy_performance_ci95_upper,mean_performance_degradation,std_performance_degradation,degradation_ci95_lower,degradation_ci95_upper
Random Forest,volatility,0.2,balanced_accuracy,30,0.6510152089895901,0.662138941786516,0.008500675127276092,0.659097014259311,0.665180869313721,-0.01112373279692586,0.008500675127276092,-0.014165660324130906,-0.008081805269720813
Random Forest,volatility,0.2,precision,30,0.43448275862068964,0.4358568562045609,0.016782893414283743,0.4298511749264649,0.44186253748265686,-0.0013740975838712958,0.016782893414283743,-0.0073797788619672545,0.004631583694224664
Random Forest,volatility,0.2,recall,30,0.3727810650887574,0.3998027613412229,0.016495258925689142,0.3939000087429705,0.4057055139394753,-0.027021696252465466,0.016495258925689142,-0.03292444885071787,-0.02111894365421306
Random Forest,volatility,0.2,f1_score,30,0.4012738853503185,0.41692355877192744,0.01490550562746671,0.4115896920853141,0.4222574254585408,-0.0156496734216091,0.01490550562746671,-0.02098354010822246,-0.010315806734995743
Random Forest,volatility,0.2,roc_auc,30,0.7915362662160299,0.7872361571306286,0.006187703301891654,0.7850219159412664,0.7894503983199908,0.004300109085401393,0.006187703301891653,0.0020858678960391586,0.006514350274763628
Random Forest,volatility,0.2,average_precision,30,0.3998756330234307,0.3814450334579125,0.009349628380305015,0.37809931191069923,0.3847907550051257,0.018430599565518246,0.009349628380305015,0.015084878018304996,0.021776321112731496
Logistic Regression,volatility,0.5,accuracy,30,0.848644578313253,0.7718373493975904,0.009510552345341209,0.7684340419490574,0.7752406568461234,0.07680722891566263,0.009510552345341209,0.07340392146712964,0.08021053636419563
Logistic Regression,volatility,0.5,balanced_accuracy,30,0.7085862634080593,0.6709849850156481,0.014635259671282262,0.6657478246024688,0.6762221454288273,0.03760127839241124,0.014635259671282262,0.03236411797923204,0.042838438805590434
Logistic Regression,volatility,0.5,precision,30,0.4230769230769231,0.287580887782877,0.014755290295589956,0.2823007749624216,0.29286100060333237,0.1354960352940461,0.014755290295589956,0.13021592247359073,0.14077614811450148
Logistic Regression,volatility,0.5,recall,30,0.5207100591715976,0.5357001972386588,0.028131287022959108,0.5256335454622292,0.5457668490150884,-0.014990138067061159,0.028131287022959105,-0.025056789843490832,-0.004923486290631485
Logistic Regression,volatility,0.5,f1_score,30,0.46684350132625996,0.37410460300743736,0.017812496248683685,0.3677304830868623,0.38047872292801244,0.09273889831882258,0.017812496248683685,0.08636477839824751,0.09911301823939765
Logistic Regression,volatility,0.5,roc_auc,30,0.8054535893521757,0.7306592944676175,0.013728450009572036,0.7257466317243987,0.7355719572108362,0.07479429488455841,0.013728450009572037,0.06988163214133966,0.07970695762777716
Logistic Regression,volatility,0.5,average_precision,30,0.3874020618937343,0.31436988831131735,0.0172970631838751,0.30818021374417565,0.32055956287845905,0.0730321735824169,0.0172970631838751,0.06684249901527523,0.07922184814955857
Random Forest,volatility,0.5,accuracy,30,0.858433734939759,0.8480421686746987,0.005608593377134648,0.8460351593104587,0.8500491780389388,0.010391566265060255,0.005608593377134648,0.00838455690082018,0.012398575629300329
Random Forest,volatility,0.5,balanced_accuracy,30,0.6510152089895901,0.663341689172976,0.010124645324885329,0.659718631373939,0.6669647469720129,-0.012326480183386005,0.010124645324885327,-0.015949537982422896,-0.008703422384349114
Random Forest,volatility,0.5,precision,30,0.43448275862068964,0.40575804086250444,0.018880671392605974,0.3990016793757569,0.41251440234925196,0.02872471775818506,0.018880671392605974,0.021968356271437516,0.0354810792449326
Random Forest,volatility,0.5,recall,30,0.3727810650887574,0.4155818540433925,0.020062053430427645,0.4084027404237627,0.4227609676630223,-0.042800788954635086,0.020062053430427645,-0.04997990257426491,-0.03562167533500526
Random Forest,volatility,0.5,f1_score,30,0.4012738853503185,0.41039056205329116,0.01686795646299416,0.40435444135414383,0.4164266827524385,-0.009116676702972676,0.01686795646299416,-0.01515279740212002,-0.0030805560038253297
Random Forest,volatility,0.5,roc_auc,30,0.7915362662160299,0.7705556207912352,0.009494414511421252,0.7671580881924048,0.7739531533900655,0.020980645424794865,0.009494414511421254,0.017583112825964455,0.024378178023625276
Random Forest,volatility,0.5,average_precision,30,0.3998756330234307,0.3582021360162918,0.016000863421665228,0.35247630057702967,0.36392797145555394,0.04167349700713896,0.016000863421665228,0.03594766156787681,0.04739933244640111
