model,feature_group,noise_intensity,metric,seed_count,clean_performance,mean_noisy_performance,std_noisy_performance,noisy_performance_ci95_lower,noisy_performance_ci95_upper,mean_performance_degradation,std_performance_degradation,degradation_ci95_lower,degradation_ci95_upper
Logistic Regression,returns,0.5,balanced_accuracy,30,0.5657168650905603,0.5701451973894562,0.004512353901767035,0.5685304722834194,0.5717599224954931,-0.004428332298895972,0.004512353901767036,-0.006043057404932886,-0.0028136071928590587
Logistic Regression,returns,0.5,precision,30,0.35944700460829493,0.36342750836118026,0.005824054138618066,0.36134339735365,0.3655116193687105,-0.003980503752885291,0.005824054138618066,-0.006064614760415548,-0.0018963927453550344
Logistic Regression,returns,0.5,recall,30,0.42162162162162165,0.43378378378378385,0.007159480058386262,0.43122179674816596,0.43634577081940173,-0.012162162162162152,0.007159480058386264,-0.014724149197780038,-0.009600175126544267
Logistic Regression,returns,0.5,f1_score,30,0.3880597014925373,0.3954826610158425,0.005806515038249772,0.39340482629477347,0.39756049573691155,-0.007422959523305141,0.005806515038249772,-0.009500794244374158,-0.0053451248022361245
Logistic Regression,returns,0.5,roc_auc,30,0.6075156576200418,0.6073902085801878,0.0021258463812228842,0.6066294842225539,0.6081509329378216,0.000125449039854079,0.0021258463812228842,-0.000635275317779768,0.0008861733974879261
Logistic Regression,returns,0.5,average_precision,30,0.4248495663195855,0.42469070116466673,0.001504928280599023,0.4241521694957485,0.42522923283358494,0.000158865154918784,0.0015049282805990232,-0.00037966651399942816,0.0006973968238369961
Random Forest,returns,0.5,accuracy,30,0.6935240963855421,0.6976656626506024,0.004267704645558455,0.6961384841565497,0.6991928411446551,-0.004141566265060274,0.0042677046455584546,-0.005668744759113018,-0.0026143877710075305
Random Forest,returns,0.5,balanced_accuracy,30,0.5851972013767421,0.5834782486035095,0.005323426026827582,0.5815732850650152,0.5853832121420038,0.0017189527732325775,0.005323426026827582,-0.0001860107652617536,0.0036239163117269086
Random Forest,returns,0.5,precision,30,0.4359861591695502,0.44222276430293167,0.010126269751188452,0.43859912521040767,0.44584640339545567,-0.006236605133381484,0.010126269751188452,-0.009860244225905469,-0.0026129660408574984
Random Forest,returns,0.5,recall,30,0.34054054054054056,0.32558558558558565,0.010640156640924452,0.32177805443127216,0.32939311673989913,0.01495495495495497,0.010640156640924452,0.011147423800641461,0.018762486109268478
Random Forest,returns,0.5,f1_score,30,0.38239757207890746,0.37498205948086144,0.00965412112971526,0.37152737660264834,0.37843674235907454,0.007415512598045979,0.00965412112971526,0.003960829719832873,0.010870195476259085
Random Forest,returns,0.5,roc_auc,30,0.5833380353213339,0.5864730388008049,0.0034808436824889794,0.5852274348861599,0.5877186427154499,-0.0031350034794710878,0.003480843682488979,-0.004380607394116149,-0.001889399564826026
Random Forest,returns,0.5,average_precision,30,0.4320047066000814,0.43401222756241775,0.0032163666945474595,0.4328612655224339,0.4351631896024016,-0.0020075209623363253,0.0032163666945474595,-0.003158483002320147,-0.0008565589223525035
